Number of Records,Player Age,Player Gender,Player Height,Player Id,Player Name
1,20,F,175,612,Alejandra Quereda Flores
1,25,F,176,613,Alejandra Tern Eligio
1,17,F,175,614,Alejandra Valencia Trujillo
1,28,F,165,615,Alejandra Zavala Vzquez
1,28,M,180,616,Alejandro Alberto Borrajo
1,19,M,182,617,Alejandro Alex Puente Tasias
1,20,M,170,618,Alejandro Daniel Islas Arroyo
1,27,M,165,619,Alejandro Enrique Valds Tobier
1,28,M,181,620,Alejandro Falla Ramrez
1,27,M,184,621,Alejandro Gmez Prez
1,24,M,190,622,Alejandro Jos Foglia Costa
1,40,M,183,623,Alejandro Madorno
1,24,M,163,624,Alejandro Sebastin Ziga Villaroel
1,27,M,176,625,Alejandro Surez Velzquez
1,28,M,177,626,Alejandro Valverde Belmonte
1,23,M,198,627,Alejandro lex Abrines Redondo
1,20,M,191,628,Aleksa aponji
1,27,M,211,629,Aleksandar Aleks Mari
1,20,M,188,630,Aleksandar Aleksi
1,20,M,201,631,Aleksandar Atanasijevi
1,24,M,205,632,Aleksandar Bundalo
1,28,M,182,633,Aleksandar Drenovak
1,27,M,164,634,Aleksandar Emilov Aleksandrov
1,22,M,197,635,Aleksandar Ivovi
1,32,M,178,636,Aleksandar Karakaevi
1,22,M,187,637,Aleksandar Kolarov
1,24,M,194,638,Aleksandar Kukolj
1,24,M,180,639,Aleksandar Maksimovi
1,24,M,185,640,Aleksandar Nikolov
1,25,M,191,641,Aleksandar Radovi
1,23,M,160,642,Aleksandar Stoyanov Kostadinov
1,30,M,188,643,Aleksandar api
1,30,M,192,644,Aleksandar iri
1,31,M,180,645,Aleksandar ivkovic
1,21,M,181,646,Aleksander Aamodt Kilde
1,25,M,178,647,Aleksander Aurdal
1,18,M,190,648,Aleksander Barkov
1,35,M,196,649,Aleksander Tammert
1,30,M,180,650,Aleksandr Alek Glebov
1,22,M,189,651,Aleksandr Aleksandrov
1,29,M,178,652,"Aleksandr Aleksandrovich Alex Bogomolov,"
1,21,M,184,653,Aleksandr Aleksandrovich Bryukhankov
1,29,M,175,654,Aleksandr Aleksandrovich Derevyagin
1,27,M,187,655,Aleksandr Aleksandrovich Fominov
1,26,M,198,656,Aleksandr Aleksandrovich Kozubovsky
1,30,M,176,657,Aleksandr Aleksandrovich Lazutkin
1,22,M,178,658,Aleksandr Aleksandrovich Makarenko
1,21,M,178,659,Aleksandr Aleksandrovich Menkov
1,27,M,182,660,Aleksandr Aleksandrovich Parkhomenko
1,25,M,183,661,Aleksandr Aleksandrovich Petrenko
1,33,M,178,662,Aleksandr Aleksandrovich Popov
1,22,M,170,663,Aleksandr Aleksandrovich Smyshlyayev
1,23,M,210,664,Aleksandr Aleksandrovich Volkov
1,27,M,178,665,Aleksandr Aleksandrovich Zhigin
1,19,M,186,666,Aleksandr Alekseyevich Petrovsky
1,33,M,178,667,Aleksandr Alex Averbukh
1,26,M,198,668,Aleksandr Anatolyevich Butko
1,28,M,181,669,Aleksandr Anatolyevich Kuchinsky
1,22,M,190,670,Aleksandr Anatolyevich Novikov
1,27,M,162,671,Aleksandr Anatolyevich Rusakov
1,27,M,182,672,Aleksandr Andreyevich Bessmertnykh
1,28,M,199,673,Aleksandr Andreyevich Shustov
1,20,M,183,674,Aleksandr Andreyevich Tikhonov
1,30,M,203,675,Aleksandr Borisovich Kosaryev
1,20,M,184,676,Aleksandr Eduardovich Panzhinsky
1,32,M,176,677,Aleksandr Fyodorovich Kikinyov
1,32,M,184,678,Aleksandr Gennadiyevich Yemelyanov
1,26,M,177,679,Aleksandr Gennadyevich Legkov
1,28,M,201,680,Aleksandr Gennadyevich Pogorelov
1,27,M,188,681,Aleksandr Georgyevich Tarabrin
1,22,M,180,682,Aleksandr Igorevich Dyachenko
1,21,M,192,683,Aleksandr Igorevich Shibayev
1,24,M,203,684,Aleksandr Ivanovich Bury
1,29,M,180,685,Aleksandr Ivanovich Chervyakov
1,31,M,179,686,Aleksandr Ivanovich Markov
1,23,M,176,687,Aleksandr Konstantinovich Ivanov
1,24,M,185,688,Aleksandr Leonidovich Lesun
1,26,M,175,689,Aleksandr Mikhaylovich Dobroskok
1,24,M,189,690,Aleksandr Mikhaylovich Ovechkin
1,23,M,176,691,Aleksandr Nikolayevich Bersanov
1,23,M,191,692,Aleksandr Nikolayevich Buykevich
1,32,M,190,693,Aleksandr Nikolayevich Nikolayenko
1,31,M,189,694,Aleksandr Nikolayevich Ryadinsky
1,20,M,196,695,Aleksandr Nikolayevich Sukhorukov
1,38,M,177,696,Aleksandr Nikolayevich Vinokurov
1,27,M,211,697,Aleksandr Olegovich Kaun
1,29,M,200,698,Aleksandr Petrovich Chernovyanov
1,23,M,190,699,Aleksandr Petrovich Gutor
1,27,M,172,700,Aleksandr Petrovich Lyakhovich
1,38,M,186,701,Aleksandr Petrovich Makritsky
1,21,M,175,702,Aleksandr Petrovich Tsarevich
1,28,M,183,703,Aleksandr Petrovich Zhukovsky
1,23,M,165,704,Aleksandr Sergeyevich Balandin
1,22,M,172,705,Aleksandr Sergeyevich Dorozhko
1,23,M,192,706,Aleksandr Sergeyevich Kornilov
1,27,M,173,707,Aleksandr Sergeyevich Kozyrev
1,19,M,193,708,Aleksandr Sergeyevich Sadovnikov
1,25,M,189,709,Aleksandr Sergeyevich Serov
1,30,M,193,710,Aleksandr Sergeyevich Sokolov
1,19,M,180,711,Aleksandr Sergeyevich Zaychikov
1,21,M,182,712,Aleksandr Shatilov
1,20,M,190,713,Aleksandr Sklyar
1,32,M,178,714,Aleksandr Valentinovich Syman
1,26,M,194,715,Aleksandr Valeryevich Ivanov
1,23,M,186,716,Aleksandr Valeryevich Radulov
1,25,M,189,717,Aleksandr Valeryevich Syomin
1,23,M,180,718,Aleksandr Valeryevich Trifonov
1,26,M,191,719,Aleksandr Viktorovich Bogdanovich
1,25,M,182,720,Aleksandr Viktorovich Khoroshilov
1,27,M,174,721,Aleksandr Viktorovich Kolobnev
1,34,M,185,722,Aleksandr Viktorovich Kostoglod
1,26,M,182,723,Aleksandr Viktorovich Kulakov
1,22,M,178,724,Aleksandr Viktorovich Lebedev
1,22,M,177,725,Aleksandr Viktorovich Loginov
1,25,M,182,726,Aleksandr Viktorovich Smirnov
1,27,M,168,727,Aleksandr Viktorovich Sokolov
1,29,M,169,728,Aleksandr Viktorovich Varlamov
1,22,M,189,729,Aleksandr Vladimirovich Denisyev
1,30,M,184,730,Aleksandr Vladimirovich Kasyanov
1,27,M,200,731,Aleksandr Vladimirovich Korneyev
1,21,M,188,732,Aleksandr Vladimirovich Krasnykh
1,22,M,180,733,Aleksandr Vladimirovich Peretyagin
1,25,M,187,734,Aleksandr Vladimirovich Petrov
1,23,M,185,735,Aleksandr Vladimirovich Rumyantsev
1,24,M,186,736,Aleksandr Vladimirovich Tretyakov
1,30,M,176,737,Aleksandr Vladimirovich Usov
1,32,M,195,738,Aleksandr Vyacheslavovich Mikhaylin
1,27,M,184,739,Aleksandr Yevgenyevich Lipatov
1,21,M,185,740,Aleksandr Yevgenyevich Popkov
1,35,M,189,741,Aleksandr Yuryevich Zubkov
1,24,F,174,742,Aleksandra Aleksandrovna Fisher
1,21,F,167,743,Aleksandra Aleksandrovna Saitova
1,25,F,188,744,Aleksandra Aleksandrovna Shiryayeva
1,19,F,165,745,Aleksandra Aleksandrovna Vafina
1,19,F,176,746,Aleksandra Andreyevna Fedoriva
1,16,F,162,747,Aleksandra Andreyevna Orlova
1,26,F,167,748,Aleksandra Andreyevna Perova
1,26,F,174,749,Aleksandra Anna Socha Szelagowski
1,21,F,190,750,Aleksandra Arkadyevna Pasynkova
1,23,F,167,751,Aleksandra Cotti
1,20,F,187,752,Aleksandra Crvendaki
1,22,F,168,753,Aleksandra Germanovna Razaryonova
1,20,F,170,754,Aleksandra Ivanovna Antonova
1,25,F,156,755,Aleksandra Jadwiga KlejnowskaKrzywaska
1,25,F,160,756,Aleksandra Jarmoliska
1,21,F,167,757,Aleksandra Katarzyna Dawidowicz
1,27,F,165,758,Aleksandra KluZamiedzowy
1,23,F,175,759,Aleksandra Kotlyarova
1,23,F,172,760,Aleksandra Krl
1,23,F,167,761,Aleksandra Kruni
1,21,F,168,762,Aleksandra Nemich
1,19,F,167,763,Aleksandra Opachanova
1,23,F,160,764,Aleksandra Podryadova
1,17,F,172,765,Aleksandra Sergeyevna Narkevich
1,28,F,172,766,Aleksandra UrbaczykOlejarczyk
1,24,F,178,767,Aleksandra Valentinovna Privalova
1,25,F,168,768,Aleksandra Valeryevna Romanova
1,19,F,172,769,Aleksandra Vasilevna Burchenkova
1,26,F,172,770,Aleksandra Vasilyevna Rodionova
1,22,F,167,771,Aleksandra Viktorova Zhekova
1,28,F,160,772,Aleksandra Viktorovna Antonova
1,22,F,175,773,Aleksandra Viktorovna Gerasimenya
1,25,F,166,774,Aleksandra Vitalyevna Kapustina
1,23,F,169,775,Aleksandra Vyacheslavovna Patskevich
1,24,F,175,776,Aleksandra Wozniak
1,28,F,170,777,Aleksandra Yevgenyevna Tarasova
1,31,F,167,778,Aleksandra Yuryevna Korelova
1,22,M,175,779,Aleksandras Kazakeviius
1,23,M,195,780,Aleksandrs Samoilovs
1,33,M,177,781,Aleksandrs iivijs
1,26,M,185,782,Aleksejs Rumjancevs
1,30,M,185,783,Aleksejs Saramotins
1,28,M,183,784,Aleksejs irokovs
1,25,M,188,785,Aleksejus Novoselskis
1,28,M,180,786,Aleksey Aleksandrovich Abalmasov
1,32,M,175,787,Aleksey Aleksandrovich Alipov
1,22,M,167,788,Aleksey Aleksandrovich Ignatovich
1,24,M,189,789,Aleksey Aleksandrovich Negodaylo
1,23,M,188,790,Aleksey Aleksandrovich Obmochayev
1,22,M,208,791,Aleksey Aleksandrovich Ostapenko
1,22,M,175,792,Aleksey Aleksandrovich Sobolev
1,18,M,185,793,Aleksey Alekseyevich Denisenko
1,29,M,173,794,Aleksey Alekseyevich Ivanov
1,32,M,185,795,Aleksey Alekseyevich Morozov
1,22,M,182,796,Aleksey Alekseyevich Pchelintsev
1,22,M,183,797,Aleksey Anatolyevich Shmider
1,25,M,176,798,Aleksey Anatolyevich Volkov
1,18,M,182,799,Aleksey Anatolyevich Zinovyev
1,18,M,171,800,Aleksey Andreyevich Pavlenko
1,24,M,184,801,Aleksey Andreyevich Yakimenko
1,27,M,183,802,Aleksey Borisovich Cheremisinov
1,29,M,215,803,Aleksey Dmitriyevich Savrasenko
1,25,M,183,804,Aleksey Dyadchuk
1,22,M,185,805,Aleksey Edmundovich Suvorov
1,30,M,170,806,Aleksey Gennadyevich Grishin
1,21,M,175,807,Aleksey Gennadyevich Romashov
1,30,M,174,808,Aleksey Grigoryevich Smirnov
1,23,M,194,809,Aleksey Grigoryevich Sysoyev
1,29,M,170,810,Aleksey Igorevich Kamensky
1,25,M,186,811,Aleksey Igorevich Khovansky
1,20,M,181,812,Aleksey Igorevich Korovashkov
1,22,M,189,813,Aleksey Igorevich Likhachevsky
1,26,M,183,814,Aleksey Igoryevich Verbov
1,24,M,189,815,Aleksey Ivanovich Kireyev
1,38,M,198,816,Aleksey Ivanovich Panfili
1,29,M,195,817,Aleksey Ivanovich Voyevoda
1,30,M,176,818,Aleksey Krupnyakov
1,29,M,181,819,Aleksey Mikhaylovich Markov
1,28,M,176,820,Aleksey Mikhaylovich Reunkov
1,25,M,179,821,Aleksey Mikhaylovich Ugarov
1,23,M,186,822,Aleksey Nikolayevich Dryomin
1,32,M,178,823,Aleksey Nikolayevich Kalyuzhny
1,30,M,197,824,Aleksey Nikolayevich Kamanin
1,29,M,188,825,Aleksey Nikolayevich Shemarov
1,23,M,176,826,Aleksey Petrovich Kozlov
1,29,M,200,827,Aleksey Petrovich Rastvortsev
1,25,M,184,828,Aleksey Pogorelov
1,18,M,192,829,Aleksey Sergeyevich Bryansky
1,27,M,182,830,Aleksey Sergeyevich Pushkaryov
1,34,M,197,831,Aleksey Sergeyevich Zagorny
1,27,M,171,832,Aleksey Sitnikov
1,24,M,184,833,Aleksey Vasilyevich Drozdov
1,32,M,182,834,Aleksey Vasilyevich Klimov
1,35,M,180,835,Aleksey Vasilyevich Tokarev
1,35,M,190,836,Aleksey Veniaminovich Kostygov
1,23,M,187,837,Aleksey Viktorovich Dergunov
1,22,M,183,838,Aleksey Viktorovich Gavrilovich
1,23,M,198,839,Aleksey Viktorovich Shved
1,24,M,167,840,Aleksey Viktorovich Tishchenko
1,25,M,180,841,Aleksey Vitalyevich Stukalsky
1,22,M,176,842,Aleksey Vladimirovich Korolyov
1,29,M,206,843,Aleksey Vladimirovich Kuleshov
1,29,M,175,844,Aleksey Vladimirovich Mishin
1,20,M,190,845,Aleksey Vladimirovich Mzhachik
1,28,M,178,846,Aleksey Vladimirovich Sokolov
1,29,M,202,847,Aleksey Vladimirovich Svirin
1,33,M,180,848,Aleksey Vladimirovich Tereshchenko
1,27,M,186,849,Aleksey Vyacheslavovich Yemelin
1,26,M,176,850,Aleksey Yevgenyevich Petukhov
1,22,M,185,851,Aleksey Yuryevich Kurbatov
1,26,M,186,852,Aleksey Yuryevich Mochalov
1,22,M,186,853,Aleksey Yuryevich Poltoranin
1,22,M,181,854,Aleksey Yuryevich Yesin
1,22,M,184,855,Aleksi Benianidze
1,23,M,180,856,Aleksi Mikael Ojala
1,18,M,176,857,Aleksi Patja
1,30,M,190,858,Alem Toski
1,22,M,175,859,Alemayehu Bezabeh Desta
1,30,F,165,860,Alemitu Bekele Degfa
1,26,M,162,861,Alemu Bekele Gebre
1,27,M,185,862,Alen Taimurazovych Zasieiev
1,21,F,190,863,Alena Hanuov
1,29,F,176,864,Alena Popchanka Vergnoux
1,25,F,171,865,Alena Prochzkov
1,35,F,168,866,Alena Sharp
1,29,M,183,867,Aleni Smith
1,24,F,166,868,Alenka ebaek
1,21,F,189,869,Aleoscar Ruseth Blanco Iriarte
1,30,F,165,870,Alessandra Aguilar Morn
1,24,F,180,871,Alessandra Galiotto
1,31,F,170,872,Alessandra Giuseppina Grassi Herrera
1,26,F,184,873,Alessandra Medeiros da Oliveira
1,33,F,169,874,Alessandra Nobre Resende
1,24,F,180,875,Alessandra Patelli
1,24,F,169,876,Alessandra Perilli
1,38,F,170,877,Alessandra Sensini
1,33,M,187,878,Alessandro Calcaterra
1,25,M,197,879,Alessandro Calvi
1,30,M,181,880,Alessandro De Marchi
1,24,M,186,881,Alessandro Fabian
1,29,M,204,882,Alessandro Fei
1,20,M,190,883,Alessandro Hmmerle
1,29,M,191,884,Alessandro Nora
1,26,M,191,885,Alessandro Paparoni
1,20,M,165,886,Alessandro Pittin
1,27,M,193,887,Alessandro Talotti
1,23,M,193,888,Alessandro Terrin
1,21,M,186,889,Alessandro Velotto
1,18,F,168,890,Alessia Afi Dipol
1,21,F,186,891,Alessia Filippi
1,24,F,184,892,Alessia Gennari
1,19,F,168,893,Alessia Maurelli
1,18,F,180,894,Alessia Orro
1,21,F,163,895,Alessia Polieri
1,23,F,188,896,Alessia Trost
1,27,M,190,897,Alessio Boggiatto
1,24,M,170,898,Alessio Di Savino
1,31,M,200,899,Alessio Sartori
1,19,F,170,900,Alesya Aleksandrovna Babushkina
1,26,F,162,901,Alesya Mikhaylovna Zaytseva
1,18,F,179,902,Alethea Nevada Sedgman
1,27,F,186,903,Aletta Jorritsma
1,26,F,174,904,Alette Hilde Sijbring
1,24,M,170,905,Alex Amankwah
1,28,M,181,906,Alex Baumann
1,19,M,182,907,Alex BeaulieuMarchand
1,21,M,181,908,Alex Beddoes
1,22,M,196,909,Alex Bowen
1,27,M,185,910,Alex Deibold
1,21,M,185,911,Alex Di Giorgio
1,22,M,186,912,Alex Feneridis
1,28,M,188,913,Alex Fiva
1,24,M,187,914,Alex Giorgetti
1,22,F,171,915,Alex Gough
1,17,M,171,916,Alex Haas
1,21,M,184,917,Alex Harvey
1,33,M,183,387,Ahmed Mahmud Muhammad Saleh ElNemr
1,20,M,176,388,Ahmed Mohamed
1,28,M,185,389,Ahmed Mohamed Abdalaziz Mohamed
1,27,M,165,390,Ahmed Mohamed Ibrahim Saad
1,24,M,181,391,Ahmed Moustafa Nasr ElAhmar
1,28,M,178,392,Ahmed Muhammad Ismail Kamil Habash
1,35,M,172,393,Ahmed Murad Darwish
1,22,M,196,394,Ahmed Nabil Khader
1,21,M,176,395,Ahmed Nada
1,21,M,189,396,Ahmed Nasir Mahmud ElShenawi
1,24,M,174,397,Ahmed Ragab
1,22,M,182,398,Ahmed Saraku
1,37,M,190,399,Ahmed Shaban
1,22,M,172,400,Ahmed Tawhid Mahmud Bahij Zaher
1,20,M,165,401,Ahmed Youssef Belgasem
1,23,M,172,402,Ahmed Youssif ElKawiseh
1,44,M,175,403,Ahmed bin Hasher AlMaktoum
1,27,M,170,404,Ahmed bin Saalim AlHatmi
1,24,M,178,405,Ahmet Akdilek
1,31,M,172,406,Ahmet Glhan
1,25,M,173,407,Ahmet Li
1,26,M,160,408,Ahmet Peker
1,23,M,177,409,Ahmet rken
1,24,M,182,410,Ahti Toivanen
1,31,F,170,411,Ahymara del Carmen Espinoza Echenique
1,23,F,173,412,Ai Aoki
1,19,F,156,413,Ai Fukuhara
1,27,F,161,414,Ai Kondo Yoshida
1,27,F,158,415,Ai Murakami
1,30,F,184,416,Ai OtomoYamamoto
1,26,F,176,417,Ai Shibata
1,33,F,161,418,Ai Sugiyama
1,24,F,155,419,Ai Ueda
1,14,F,168,420,Ai Yanhan
1,17,F,161,421,Aia Magdi Mohamed
1,18,F,160,422,Aicha Bilal Fall
1,32,F,162,423,Aida Gabriella Mohamed
1,22,F,173,424,Aida Vladimirovna Shanayeva
1,21,M,187,425,Aidan Joseph Roach
1,19,M,185,426,Aidan Kelly
1,21,M,207,427,Aidan Zingel
1,20,F,178,428,Aiga Grabuste
1,21,F,191,429,Aija Brumermane
1,20,F,192,430,Aija Putnia
1,20,F,176,431,Aika Hakoyama
1,27,F,169,432,Aika Klein
