Country Code,Country Name,Male Female Ratio,No Of Men Partcp,No Of Players Partcp,No Of Players Won,No Of Plyers Lost,No Of Women Partcp,Number of Records,Olympic Id,Olympic Year,Total Bronze Medals,Total Gold Medals,Total No Of Medals,Total Silver Medals
HUN,Hungary,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,2,0,2,2,1,O3,2012,0,0,0,0
EGY,Egypt,,0,1,0,1,1,1,O1,2008,0,0,0,0
EGY,Egypt,,0,1,0,1,1,1,O3,2012,0,0,0,0
KAZ,Kazakhstan,,1,1,0,1,0,1,O5,2016,0,0,0,0
MAR,Morocco,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
UGA,Uganda,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
BRN,Bahrain,,1,1,0,1,0,1,O5,2016,0,0,0,0
UGA,Uganda,,1,1,0,1,0,1,O3,2012,0,0,0,0
FRA,France,,1,1,0,1,0,1,O3,2012,0,0,0,0
PAR,Paraguay,,1,1,0,1,0,1,O3,2012,0,0,0,0
BRN,Bahrain,,1,1,0,1,0,1,O5,2016,0,0,0,0
BDI,Burundi,,1,1,0,1,0,1,O5,2016,0,0,0,0
ERI,Eritrea,,1,1,0,1,0,1,O3,2012,0,0,0,0
ERI,Eritrea,,1,1,0,1,0,1,O5,2016,0,0,0,0
ETH,Ethiopia,,1,1,0,1,0,1,O1,2008,0,0,0,0
BRN,Bahrain,,1,1,0,1,0,1,O5,2016,0,0,0,0
QAT,Qatar,,1,1,0,1,0,1,O1,2008,0,0,0,0
QAT,Qatar,,1,1,0,1,0,1,O5,2016,0,0,0,0
SUD,Sudan,,1,1,0,1,0,1,O1,2008,0,0,0,0
SUD,Sudan,,1,1,0,1,0,1,O3,2012,0,0,0,0
KAZ,Kazakhstan,,1,1,0,1,0,1,O4,2014,0,0,0,0
KAZ,Kazakhstan,,1,1,0,1,0,1,O2,2010,0,0,0,0
KAZ,Kazakhstan,,1,1,0,1,0,1,O4,2014,0,0,0,0
,,,1,1,1,0,0,1,O1,2008,0,0,1,1
MAR,Morocco,,1,1,0,1,0,1,O5,2016,0,0,0,0
CAN,Canada,,1,1,0,1,0,1,O1,2008,0,0,0,0
SEN,Senegal,,0,1,0,1,1,1,O5,2016,0,0,0,0
MEX,Mexico,,0,1,0,1,1,1,O1,2008,0,0,0,0
MEX,Mexico,,0,1,0,1,1,1,O3,2012,0,0,0,0
MEX,Mexico,,0,2,0,2,2,1,O5,2016,0,0,0,0
MEX,Mexico,,0,1,1,0,1,1,O3,2012,0,0,1,1
,,,2,2,0,2,0,1,O3,2012,0,0,0,0
,,,2,2,0,2,0,1,O5,2016,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O1,2008,0,0,0,0
POL,Poland,,1,1,1,0,0,1,O1,2008,0,0,1,1
NZL,New Zealan,,2,2,0,2,0,1,O4,2014,0,0,0,0
BRN,Bahrain,,1,1,0,1,0,1,O5,2016,0,0,0,0
CAN,Canada,,3,3,0,3,0,1,O1,2008,0,0,0,0
POL,Poland,,2,2,0,2,0,1,O4,2014,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O3,2012,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O5,2016,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O1,2008,0,0,0,0
CAN,Canada,,1,1,1,0,0,1,O2,2010,0,1,1,0
CAN,Canada,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,1,0,0,1,O5,2016,0,1,1,0
,,,1,1,1,0,0,1,O5,2016,0,0,1,1
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O2,2010,0,0,0,0
POL,Poland,,2,2,2,0,0,1,O2,2010,0,0,2,2
BRA,Brazil,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
CAN,Canada,,1,1,0,1,0,1,O1,2008,0,0,0,0
NZL,New Zealan,,1,1,0,1,0,1,O3,2012,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O2,2010,0,0,0,0
CAN,Canada,,1,1,0,1,0,1,O1,2008,0,0,0,0
CAN,Canada,,1,1,0,1,0,1,O5,2016,0,0,0,0
CAN,Canada,,1,1,1,0,0,1,O1,2008,0,0,1,1
CAN,Canada,,1,1,1,0,0,1,O3,2012,0,0,1,1
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O5,2016,0,0,0,0
CAN,Canada,,1,1,1,0,0,1,O1,2008,0,1,1,0
POL,Poland,,1,1,0,1,0,1,O3,2012,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O2,2010,0,0,0,0
MAR,Morocco,,2,2,0,2,0,1,O4,2014,0,0,0,0
SWE,Sweden,,1,1,0,1,0,1,O5,2016,0,0,0,0
POL,Poland,,1,1,1,0,0,1,O1,2008,0,1,1,0
POL,Poland,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O2,2010,0,0,0,0
IRL,Ireland,,1,1,0,1,0,1,O3,2012,0,0,0,0
GEO,Georgia,,1,1,0,1,0,1,O3,2012,0,0,0,0
GEO,Georgia,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,1,0,0,1,O1,2008,0,0,1,1
,,,2,2,0,2,0,1,O1,2008,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O1,2008,0,0,0,0
AUS,Australia,,1,1,1,0,0,1,O1,2008,0,0,1,1
NZL,New Zealan,,1,1,0,1,0,1,O3,2012,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O1,2008,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
GUY,Guyana,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,3,3,0,3,0,1,O3,2012,0,0,0,0
CAN,Canada,,1,1,0,1,0,1,O1,2008,0,0,0,0
SEY,Seychelles,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,1,0,0,1,O1,2008,1,0,1,0
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O5,2016,0,0,0,0
CAN,Canada,,7,7,0,7,0,1,O1,2008,0,0,0,0
POL,Poland,,2,2,0,2,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
SVK,Slovakia,,4,4,0,4,0,1,O4,2014,0,0,0,0
SEN,Senegal,,1,1,0,1,0,1,O1,2008,0,0,0,0
SEN,Senegal,,1,1,0,1,0,1,O5,2016,0,0,0,0
GAM,Gambia,,1,1,0,1,0,1,O5,2016,0,0,0,0
BUR,Burkina Fa,,1,1,0,1,0,1,O3,2012,0,0,0,0
LTU,Lithuania,,1,1,0,1,0,1,O5,2016,0,0,0,0
IND,India,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,1,0,0,1,O3,2012,1,0,1,0
IRI,Iran,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
ESP,Spain,,2,2,0,2,0,1,O5,2016,0,0,0,0
IRI,Iran,,1,1,0,1,0,1,O5,2016,0,0,0,0
SLO,Slovenia,,0,3,0,3,3,1,O1,2008,0,0,0,0
RSA,South Afri,,0,2,0,2,2,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,1,0,1,1,O4,2014,0,1,1,0
ROU,Romania,,0,1,0,1,1,1,O5,2016,0,0,0,0
ROU,Romania,,0,1,0,1,1,1,O1,2008,0,0,0,0
ROU,Romania,,0,1,1,0,1,1,O5,2016,1,0,1,0
ROU,Romania,,0,1,0,1,1,1,O3,2012,0,0,0,0
FRA,France,,0,2,0,2,2,1,O4,2014,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
ALG,Algeria,,1,1,0,1,0,1,O5,2016,0,0,0,0
TUR,Turkey,,1,1,0,1,0,1,O1,2008,0,0,0,0
TUR,Turkey,,1,1,0,1,0,1,O3,2012,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
BRA,Brazil,,0,1,1,0,1,1,O3,2012,0,1,1,0
BRA,Brazil,,0,1,0,1,1,1,O5,2016,0,0,0,0
NGR,Nigeria,,1,1,0,1,0,1,O3,2012,0,0,0,0
NGR,Nigeria,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
CUB,Cuba,,1,1,1,0,0,1,O1,2008,0,0,1,1
PAK,Pakistan,,1,1,0,1,0,1,O1,2008,0,0,0,0
MAR,Morocco,,1,1,0,1,0,1,O3,2012,0,0,0,0
UAE,United Ara,,1,1,0,1,0,1,O1,2008,0,0,0,0
KAZ,Kazakhstan,,1,1,1,0,0,1,O3,2012,0,0,1,1
KAZ,Kazakhstan,,1,1,1,0,0,1,O5,2016,0,0,1,1
BRA,Brazil,,1,1,0,1,0,1,O5,2016,0,0,0,0
ROU,Romania,,0,1,0,1,1,1,O1,2008,0,0,0,0
IND,India,,0,1,0,1,1,1,O5,2016,0,0,0,0
MGL,Mongolia,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,1,0,1,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,2,0,2,2,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
SUI,Switzerlan,,1,1,0,1,0,1,O3,2012,0,0,0,0
TUN,Tunisia,,1,1,0,1,0,1,O1,2008,0,0,0,0
BUL,Bulgaria,,2,2,0,2,0,1,O1,2008,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O1,2008,0,0,0,0
IRQ,Iraq,,1,1,0,1,0,1,O3,2012,0,0,0,0
NZL,New Zealan,,1,1,0,1,0,1,O3,2012,0,0,0,0
BRA,Brazil,,1,1,0,1,0,1,O5,2016,0,0,0,0
SWE,Sweden,,1,1,0,1,0,1,O2,2010,0,0,0,0
CUB,Cuba,,1,1,0,1,0,1,O5,2016,0,0,0,0
NZL,New Zealan,,1,1,0,1,0,1,O1,2008,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O5,2016,0,0,0,0
ROU,Romania,,7,7,0,7,0,1,O1,2008,0,0,0,0
ROU,Romania,,1,1,0,1,0,1,O1,2008,0,0,0,0
ROU,Romania,,1,1,0,1,0,1,O3,2012,0,0,0,0
ROU,Romania,,1,1,0,1,0,1,O5,2016,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O5,2016,0,0,0,0
POL,Poland,,1,1,1,0,0,1,O3,2012,0,1,1,0
SLO,Slovenia,,1,1,0,1,0,1,O5,2016,0,0,0,0
BAH,Bahamas,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
AUT,Austria,,1,1,0,1,0,1,O4,2014,0,0,0,0
ROU,Romania,,2,2,0,2,0,1,O3,2012,0,0,0,0
BRA,Brazil,,0,1,0,1,1,1,O1,2008,0,0,0,0
BRA,Brazil,,0,1,0,1,1,1,O3,2012,0,0,0,0
BRA,Brazil,,0,1,0,1,1,1,O5,2016,0,0,0,0
BRA,Brazil,,0,1,0,1,1,1,O3,2012,0,0,0,0
BRA,Brazil,,0,1,0,1,1,1,O5,2016,0,0,0,0
VEN,Venezuela,,0,1,0,1,1,1,O1,2008,0,0,0,0
MEX,Mexico,,0,1,0,1,1,1,O1,2008,0,0,0,0
RSA,South Afri,,0,1,0,1,1,1,O1,2008,0,0,0,0
BRA,Brazil,,0,1,0,1,1,1,O3,2012,0,0,0,0
ROU,Romania,,0,1,0,1,1,1,O1,2008,0,0,0,0
MEX,Mexico,,0,2,0,2,2,1,O1,2008,0,0,0,0
ESP,Spain,,0,1,0,1,1,1,O5,2016,0,0,0,0
PUR,Puerto Ric,,0,1,0,1,1,1,O5,2016,0,0,0,0
BRA,Brazil,,0,1,1,0,1,1,O3,2012,1,0,1,0
BRA,Brazil,,0,1,0,1,1,1,O5,2016,0,0,0,0
INA,Indonesia,,0,1,0,1,1,1,O3,2012,0,0,0,0
ALB,Albania,,1,1,0,1,0,1,O3,2012,0,0,0,0
FRA,France,,1,1,0,1,0,1,O4,2014,0,0,0,0
FRA,France,,1,1,0,1,0,1,O5,2016,0,0,0,0
BEL,Belgium,,1,1,0,1,0,1,O3,2012,0,0,0,0
FRA,France,,1,1,1,0,0,1,O5,2016,0,0,1,1
FRA,France,,1,1,0,1,0,1,O1,2008,0,0,0,0
FRA,France,,1,1,0,1,0,1,O3,2012,0,0,0,0
FRA,France,,1,1,0,1,0,1,O3,2012,0,0,0,0
RWA,Rwanda,,1,1,0,1,0,1,O3,2012,0,0,0,0
RWA,Rwanda,,1,1,0,1,0,1,O5,2016,0,0,0,0
SUI,Switzerlan,,1,1,0,1,0,1,O1,2008,0,0,0,0
FRA,France,,3,3,0,3,0,1,O2,2010,0,0,0,0
FRA,France,,3,3,0,3,0,1,O4,2014,0,0,0,0
HUN,Hungary,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,1,0,1,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
CMR,Cameroon,,0,1,0,1,1,1,O3,2012,0,0,0,0
CAN,Canada,,0,1,0,1,1,1,O1,2008,0,0,0,0
CUB,Cuba,,1,1,0,1,0,1,O5,2016,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O4,2014,0,0,0,0
CUB,Cuba,,1,1,0,1,0,1,O5,2016,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O3,2012,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O5,2016,0,0,0,0
HUN,Hungary,,1,1,0,1,0,1,O5,2016,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O3,2012,0,0,0,0
CUB,Cuba,,1,1,0,1,0,1,O5,2016,0,0,0,0
ARG,Argentina,,1,1,0,1,0,1,O5,2016,0,0,0,0
CPV,Cape Verde,,0,1,0,1,1,1,O3,2012,0,0,0,0
TOG,Togo,,0,1,0,1,1,1,O3,2012,0,0,0,0
TOG,Togo,,0,1,0,1,1,1,O5,2016,0,0,0,0
NED,Netherland,,0,1,0,1,1,1,O5,2016,0,0,0,0
MDV,Maldives,,0,1,0,1,1,1,O3,2012,0,0,0,0
MDV,Maldives,,0,1,0,1,1,1,O5,2016,0,0,0,0
EGY,Egypt,,0,2,0,2,2,1,O5,2016,0,0,0,0
LAT,Latvia,,1,1,0,1,0,1,O1,2008,0,0,0,0
LAT,Latvia,,1,1,0,1,0,1,O3,2012,0,0,0,0
TUN,Tunisia,,0,2,0,2,2,1,O3,2012,0,0,0,0
TUN,Tunisia,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
POR,Portugal,,1,1,0,1,0,1,O1,2008,0,0,0,0
POR,Portugal,,1,1,0,1,0,1,O3,2012,0,0,0,0
NED,Netherland,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
IRI,Iran,,1,1,0,1,0,1,O1,2008,0,0,0,0
POL,Poland,,0,2,0,2,2,1,O1,2008,0,0,0,0
ISR,Israel,,1,1,0,1,0,1,O5,2016,0,0,0,0
ITA,Italy,,0,1,0,1,1,1,O5,2016,0,0,0,0
LTU,Lithuania,,0,3,0,3,3,1,O4,2014,0,0,0,0
NAM,Namibia,,0,2,0,2,2,1,O1,2008,0,0,0,0
NGR,Nigeria,,0,1,1,0,1,1,O1,2008,1,0,1,0
NGR,Nigeria,,0,1,0,1,1,1,O5,2016,0,0,0,0
ITA,Italy,,0,1,0,1,1,1,O1,2008,0,0,0,0
ITA,Italy,,0,1,0,1,1,1,O3,2012,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O2,2010,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O3,2012,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O5,2016,0,0,0,0
LAT,Latvia,,0,3,0,3,3,1,O4,2014,0,0,0,0
DEN,Denmark,,0,2,0,2,2,1,O5,2016,0,0,0,0
POL,Poland,,0,5,0,5,5,1,O2,2010,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O1,2008,0,0,0,0
POL,Poland,,0,5,0,5,5,1,O2,2010,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O3,2012,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O5,2016,0,0,0,0
POL,Poland,,0,1,1,0,1,1,O1,2008,1,0,1,0
POL,Poland,,0,1,0,1,1,1,O5,2016,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O3,2012,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O5,2016,0,0,0,0
POL,Poland,,0,1,1,0,1,1,O5,2016,1,0,1,0
POL,Poland,,0,1,0,1,1,1,O1,2008,0,0,0,0
POL,Poland,,0,2,0,2,2,1,O3,2012,0,0,0,0
POL,Poland,,0,2,0,2,2,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O3,2012,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O5,2016,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O1,2008,0,0,0,0
POL,Poland,,0,2,0,2,2,1,O1,2008,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O3,2012,0,0,0,0
POL,Poland,,0,2,0,2,2,1,O5,2016,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O3,2012,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O5,2016,0,0,0,0
POL,Poland,,0,2,0,2,2,1,O4,2014,0,0,0,0
ARG,Argentina,,0,1,0,1,1,1,O5,2016,0,0,0,0
ARG,Argentina,,0,1,0,1,1,1,O1,2008,0,0,0,0
ARG,Argentina,,0,1,0,1,1,1,O5,2016,0,0,0,0
ARG,Argentina,,0,1,1,0,1,1,O1,2008,1,0,1,0
ARG,Argentina,,1,1,1,0,0,1,O5,2016,0,1,1,0
ARG,Argentina,,1,1,0,1,0,1,O3,2012,0,0,0,0
ARG,Argentina,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
ARG,Argentina,,2,2,0,2,0,1,O2,2010,0,0,0,0
ARG,Argentina,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
JOR,Jordan,,1,1,1,0,0,1,O5,2016,0,1,1,0
IOA,Individual,,1,1,0,1,0,1,O5,2016,0,0,0,0
MAS,Malaysia,,1,1,0,1,0,1,O5,2016,0,0,0,0
QAT,Qatar,,1,1,0,1,0,1,O1,2008,0,0,0,0
LIB,Lebanon,,1,1,0,1,0,1,O3,2012,0,0,0,0
LIB,Lebanon,,1,1,0,1,0,1,O5,2016,0,0,0,0
IRQ,Iraq,,1,1,0,1,0,1,O5,2016,0,0,0,0
LBA,Libya,,1,1,0,1,0,1,O5,2016,0,0,0,0
IRI,Iran,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
IRQ,Iraq,,1,1,0,1,0,1,O3,2012,0,0,0,0
SUD,Sudan,,1,1,0,1,0,1,O1,2008,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,2,2,0,2,0,1,O5,2016,0,0,0,0
MAR,Morocco,,1,1,0,1,0,1,O3,2012,0,0,0,0
TUN,Tunisia,,1,1,0,1,0,1,O3,2012,0,0,0,0
TUN,Tunisia,,1,1,0,1,0,1,O3,2012,0,0,0,0
TUN,Tunisia,,3,3,0,3,0,1,O5,2016,0,0,0,0
TUN,Tunisia,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
SUD,Sudan,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
UAE,United Ara,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
QAT,Qatar,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
PLE,Palestine,,1,1,0,1,0,1,O3,2012,0,0,0,0
PLE,Palestine,,1,1,0,1,0,1,O5,2016,0,0,0,0
QAT,Qatar,,1,1,0,1,0,1,O3,2012,0,0,0,0
NIG,Niger,,1,1,0,1,0,1,O5,2016,0,0,0,0
MDV,Maldives,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
UAE,United Ara,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
GHA,Ghana,,1,1,0,1,0,1,O1,2008,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
LBA,Libya,,1,1,0,1,0,1,O1,2008,0,0,0,0
LBA,Libya,,1,1,0,1,0,1,O3,2012,0,0,0,0
UAE,United Ara,,2,2,0,2,0,1,O1,2008,0,0,0,0
OMA,Oman,,1,1,0,1,0,1,O3,2012,0,0,0,0
TUR,Turkey,,2,2,0,2,0,1,O3,2012,0,0,0,0
TUR,Turkey,,1,1,0,1,0,1,O1,2008,0,0,0,0
TUR,Turkey,,1,1,0,1,0,1,O5,2016,0,0,0,0
TUR,Turkey,,1,1,0,1,0,1,O3,2012,0,0,0,0
TUR,Turkey,,2,2,0,2,0,1,O5,2016,0,0,0,0
FIN,Finland,,2,2,0,2,0,1,O4,2014,0,0,0,0
VEN,Venezuela,,0,1,0,1,1,1,O5,2016,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O1,2008,0,0,0,0
JPN,Japan,,0,1,1,0,1,1,O5,2016,1,0,1,0
JPN,Japan,,0,2,0,2,2,1,O1,2008,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O3,2012,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O5,2016,0,0,0,0
JPN,Japan,,0,1,1,0,1,1,O3,2012,0,0,1,1
JPN,Japan,,0,1,0,1,1,1,O1,2008,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O3,2012,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O5,2016,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O3,2012,0,0,0,0
JPN,Japan,,0,1,1,0,1,1,O3,2012,1,0,1,0
JPN,Japan,,0,2,0,2,2,1,O1,2008,0,0,0,0
JPN,Japan,,0,2,0,2,2,1,O1,2008,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O1,2008,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O3,2012,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,2,0,2,2,1,O5,2016,0,0,0,0
QAT,Qatar,,0,1,0,1,1,1,O3,2012,0,0,0,0
MTN,Mauritania,,0,1,0,1,1,1,O3,2012,0,0,0,0
HUN,Hungary,,0,2,0,2,2,1,O1,2008,0,0,0,0
HUN,Hungary,,0,1,0,1,1,1,O3,2012,0,0,0,0
HUN,Hungary,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O1,2008,0,1,1,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,0,0,1,1
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O4,2014,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O1,2008,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O3,2012,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O1,2008,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O1,2008,0,0,0,0
JPN,Japan,,0,1,1,0,1,1,O5,2016,1,0,1,0
JPN,Japan,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,3,0,3,3,1,O2,2010,0,0,0,0
,,,0,1,1,0,1,1,O5,2016,0,1,1,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O1,2008,0,0,0,0
JPN,Japan,,0,5,0,5,5,1,O5,2016,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O2,2010,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O4,2014,0,0,0,0
